"season","playerId","gameId","squadId","firstname","surname","round","game","startingPositionCode","quartersPlayed","minutesPlayed","blocks","centrePassReceives","deflections","feeds","goalAssists","goalAttempts","goals","intercepts","passes","penalties","rebounds","turnovers"
2017,997815,"12_1","810","Annika","Lee-Jones",12,1,"I",1,9,0,0,0,0,0,0,0,0,0,4,0,0
2017,997815,"6_1","810","Annika","Lee-Jones",6,1,"GK",1,15,0,0,0,0,0,0,0,0,0,3,0,0
2017,997815,"6_1","810","Annika","Lee-Jones",6,1,"I",1,9,0,0,0,0,0,0,0,0,0,3,0,0
2017,998401,"1_3","8117","Madeline","McAuliffe",1,3,"WD",4,60,0,5,1,0,0,0,0,3,0,8,0,1
2017,998401,"10_1","8117","Madeline","McAuliffe",10,1,"WD",1,15,0,1,0,0,0,0,0,0,0,5,0,1
2017,998401,"12_1","8117","Madeline","McAuliffe",12,1,"I",1,6,0,1,0,0,0,0,0,0,0,1,0,0
2017,998401,"13_2","8117","Madeline","McAuliffe",13,2,"WD",1,15,0,3,0,0,0,0,0,0,0,4,0,1
2017,998401,"2_4","8117","Madeline","McAuliffe",2,4,"WD",4,60,0,7,2,0,0,0,0,0,0,11,0,1
2017,998401,"3_4","8117","Madeline","McAuliffe",3,4,"WD",4,60,0,7,3,1,0,0,0,0,1,11,0,0
2017,998401,"4_3","8117","Madeline","McAuliffe",4,3,"WD",1,14,0,0,0,0,0,0,0,0,0,6,0,0
2017,998401,"5_3","8117","Madeline","McAuliffe",5,3,"I",1,15,0,0,2,0,0,0,0,0,0,4,0,1
2017,998401,"5_3","8117","Madeline","McAuliffe",5,3,"WD",2,30,0,2,0,0,0,0,0,0,0,7,0,0
2017,998401,"6_1","8117","Madeline","McAuliffe",6,1,"WD",3,45,0,6,4,0,0,0,0,1,0,4,0,0
2017,998401,"8_4","8117","Madeline","McAuliffe",8,4,"I",1,15,0,0,0,0,0,0,0,0,0,0,0,0
2017,998401,"8_4","8117","Madeline","McAuliffe",8,4,"WD",1,15,0,1,1,0,0,0,0,0,0,3,0,0
2017,998401,"9_1","8117","Madeline","McAuliffe",9,1,"WD",2,30,0,2,3,0,0,0,0,2,0,6,0,1
2017,998404,"1_1","806","Sarah","Klau",1,1,"GK",4,60,0,0,4,0,0,0,0,2,0,23,0,0
2017,998404,"10_3","806","Sarah","Klau",10,3,"GK",4,60,0,0,4,0,0,0,0,5,0,20,4,0
2017,998404,"11_1","806","Sarah","Klau",11,1,"GK",4,60,0,0,5,0,0,0,0,3,0,25,2,1
2017,998404,"12_2","806","Sarah","Klau",12,2,"GK",4,60,0,0,5,0,0,0,0,4,0,18,3,0
2017,998404,"13_2","806","Sarah","Klau",13,2,"GK",4,60,0,0,6,0,0,0,0,5,0,15,0,2
2017,998404,"14_1","806","Sarah","Klau",14,1,"GK",4,60,0,0,8,0,0,0,0,2,0,12,0,0
2017,998404,"2_1","806","Sarah","Klau",2,1,"GK",4,60,0,0,6,0,0,0,0,1,0,14,2,0
2017,998404,"3_3","806","Sarah","Klau",3,3,"GK",4,60,0,0,3,0,0,0,0,1,0,15,2,1
2017,998404,"4_1","806","Sarah","Klau",4,1,"GK",4,60,0,0,3,0,0,0,0,1,0,26,1,0
2017,998404,"5_1","806","Sarah","Klau",5,1,"GK",4,60,1,0,7,0,0,0,0,1,0,27,3,1
2017,998404,"6_4","806","Sarah","Klau",6,4,"GK",4,60,0,0,5,0,0,0,0,4,0,11,2,2
2017,998404,"7_1","806","Sarah","Klau",7,1,"GK",4,60,0,0,1,0,0,0,0,3,0,9,2,0
2017,998404,"8_4","806","Sarah","Klau",8,4,"GK",4,60,0,0,4,0,0,0,0,4,0,15,2,0
2017,998404,"9_4","806","Sarah","Klau",9,4,"GK",4,60,1,0,4,0,0,0,0,1,0,11,2,1
2017,998408,"1_4","810","Jessica","Anstiss",1,4,"I",1,15,0,2,0,0,0,0,0,0,0,5,0,0
2017,998408,"1_4","810","Jessica","Anstiss",1,4,"WD",1,15,0,1,1,0,0,0,0,1,0,2,0,0
2017,998408,"10_4","810","Jessica","Anstiss",10,4,"WD",4,60,0,5,1,0,0,0,0,4,0,13,0,0
2017,998408,"11_1","810","Jessica","Anstiss",11,1,"WD",4,60,0,2,2,0,0,0,0,5,0,15,0,1
2017,998408,"12_1","810","Jessica","Anstiss",12,1,"C",1,10,0,0,0,3,1,0,0,0,3,3,0,0
2017,998408,"12_1","810","Jessica","Anstiss",12,1,"WD",3,45,0,3,1,1,0,0,0,2,1,8,0,0
2017,998408,"13_3","810","Jessica","Anstiss",13,3,"WD",4,60,0,7,1,0,0,0,0,1,0,13,0,0
2017,998408,"14_3","810","Jessica","Anstiss",14,3,"WD",4,60,0,4,3,0,0,0,0,1,0,15,0,3
2017,998408,"2_2","810","Jessica","Anstiss",2,2,"C",1,15,0,0,1,2,2,0,0,1,8,4,0,1
2017,998408,"2_2","810","Jessica","Anstiss",2,2,"WA",1,15,0,5,1,6,3,0,0,0,6,0,0,2
2017,998408,"2_2","810","Jessica","Anstiss",2,2,"WD",1,15,0,1,2,0,0,0,0,0,0,4,0,0
2017,998408,"3_1","810","Jessica","Anstiss",3,1,"WA",2,30,0,6,0,15,5,0,0,0,15,3,0,1
2017,998408,"4_2","810","Jessica","Anstiss",4,2,"WA",1,15,0,4,1,4,1,0,0,1,4,2,0,0
2017,998408,"4_2","810","Jessica","Anstiss",4,2,"WD",3,45,0,2,3,0,0,0,0,0,0,12,0,0
2017,998408,"5_1","810","Jessica","Anstiss",5,1,"WD",4,60,0,3,1,0,0,0,0,3,0,16,0,0
2017,998408,"6_1","810","Jessica","Anstiss",6,1,"C",1,15,0,0,0,10,2,0,0,1,10,0,0,0
2017,998408,"6_1","810","Jessica","Anstiss",6,1,"WD",3,45,0,1,0,4,2,0,0,3,4,8,0,1
2017,998408,"7_2","810","Jessica","Anstiss",7,2,"WD",4,60,0,8,2,0,0,0,0,1,0,10,0,0
2017,998408,"8_1","810","Jessica","Anstiss",8,1,"WD",4,60,0,4,0,0,0,0,0,4,0,14,0,0
2017,998408,"9_2","810","Jessica","Anstiss",9,2,"WD",4,60,0,1,3,0,0,0,0,0,0,15,0,1
2017,999128,"1_1","806","Helen","Housby",1,1,"GA",4,60,0,20,1,13,7,22,19,1,13,0,0,6
2017,999128,"10_3","806","Helen","Housby",10,3,"GA",4,60,0,18,2,8,5,19,18,1,8,1,0,7
2017,999128,"11_1","806","Helen","Housby",11,1,"GA",4,60,0,14,0,8,3,18,15,0,8,3,1,2
2017,999128,"12_2","806","Helen","Housby",12,2,"GA",4,60,0,23,4,5,4,17,17,0,5,0,0,4
2017,999128,"2_1","806","Helen","Housby",2,1,"GA",4,60,0,23,2,15,6,22,19,2,15,3,1,5
2017,999128,"3_3","806","Helen","Housby",3,3,"GA",3,45,0,17,1,16,4,14,13,1,16,0,0,2
2017,999128,"6_4","806","Helen","Housby",6,4,"GA",4,60,0,15,0,14,9,23,18,0,14,5,1,4
2017,999128,"7_1","806","Helen","Housby",7,1,"GA",4,60,0,19,2,15,6,23,21,0,15,5,1,1
2017,999128,"8_4","806","Helen","Housby",8,4,"GA",4,60,0,19,1,12,2,23,17,0,12,1,0,7
2017,999128,"9_4","806","Helen","Housby",9,4,"GA",4,60,0,17,2,12,5,19,17,1,12,0,0,5
2017,999823,"1_1","8118","Kristina","Brice",1,1,"GS",1,15,0,0,0,1,0,13,13,0,1,1,0,3
2017,999823,"1_1","8118","Kristina","Brice",1,1,"I",1,10,0,0,0,0,0,9,7,0,0,0,0,0
2017,999823,"10_4","8118","Kristina","Brice",10,4,"GS",2,30,0,0,0,2,2,12,11,0,2,1,0,2
2017,999823,"11_4","8118","Kristina","Brice",11,4,"GS",2,30,0,0,0,1,1,17,16,0,1,0,2,1
2017,999823,"11_4","8118","Kristina","Brice",11,4,"I",1,6,0,0,0,0,0,3,3,0,0,0,0,0
2017,999823,"13_1","8118","Kristina","Brice",13,1,"GS",1,15,0,0,1,0,0,11,10,0,0,0,1,0
2017,999823,"14_2","8118","Kristina","Brice",14,2,"GS",2,30,0,0,0,0,0,25,22,0,0,0,0,2
2017,999823,"15_1","8118","Kristina","Brice",15,1,"GS",4,60,0,0,1,0,0,33,29,0,0,1,0,8
2017,999823,"16_1","8118","Kristina","Brice",16,1,"GS",4,60,0,0,0,0,0,44,42,0,0,2,0,3
2017,999823,"17_1","8118","Kristina","Brice",17,1,"GS",4,50,0,0,0,0,0,29,24,0,0,4,2,8
2017,999823,"2_2","8118","Kristina","Brice",2,2,"GS",2,30,0,0,0,2,1,24,22,0,2,1,2,2
2017,999823,"4_3","8118","Kristina","Brice",4,3,"GS",2,30,0,0,1,1,1,19,17,0,1,2,2,2
2017,999823,"5_4","8118","Kristina","Brice",5,4,"GS",2,22,0,0,0,0,0,14,10,0,0,0,3,3
2017,999823,"6_2","8118","Kristina","Brice",6,2,"GS",1,15,0,0,1,0,0,6,5,0,0,1,0,2
2017,1001357,"1_3","8117","Cara","Koenen",1,3,"GA",4,60,0,22,3,29,14,16,8,1,29,3,2,2
2017,1001357,"12_1","8117","Cara","Koenen",12,1,"I",1,6,0,0,0,0,0,4,3,0,0,0,1,0
2017,1001357,"13_2","8117","Cara","Koenen",13,2,"GA",2,30,0,10,0,12,10,6,5,0,12,2,0,0
2017,1001357,"14_2","8117","Cara","Koenen",14,2,"I",1,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,1001357,"2_4","8117","Cara","Koenen",2,4,"GA",4,60,0,19,1,32,15,13,8,0,32,2,0,6
2017,1001357,"3_4","8117","Cara","Koenen",3,4,"GA",4,60,0,11,3,18,9,15,8,1,18,1,3,4
2017,1001357,"4_3","8117","Cara","Koenen",4,3,"GA",2,30,0,7,1,10,8,3,2,0,10,3,0,2
2017,1001557,"13_2","806","Amy","Sommerville",13,2,"GA",4,60,0,17,0,17,6,15,10,0,17,2,0,3
2017,1001557,"14_1","806","Amy","Sommerville",14,1,"GA",2,30,0,9,0,12,6,4,3,0,12,1,0,2
2017,1001557,"3_3","806","Amy","Sommerville",3,3,"GA",1,15,0,5,1,11,6,4,3,0,11,0,1,0
2017,1001557,"4_1","806","Amy","Sommerville",4,1,"GA",4,60,0,21,0,22,9,7,5,0,22,1,0,4
2017,1001557,"5_1","806","Amy","Sommerville",5,1,"GA",4,60,0,15,0,9,3,14,11,0,9,3,0,3
2017,1001702,"10_3","806","Claire","O'Brien",10,3,"WA",4,60,0,18,0,31,14,0,0,1,31,3,0,2
2017,1001702,"11_1","806","Claire","O'Brien",11,1,"WA",4,60,0,19,0,40,18,0,0,1,40,4,0,1
2017,1001702,"12_2","806","Claire","O'Brien",12,2,"WA",2,30,0,12,0,17,9,0,0,0,17,0,0,3
2017,1001702,"13_2","806","Claire","O'Brien",13,2,"I",1,15,0,2,0,8,1,0,0,0,8,0,0,0
2017,1001702,"13_2","806","Claire","O'Brien",13,2,"WA",2,20,0,12,0,12,5,0,0,0,12,0,0,1
2017,1001702,"14_1","806","Claire","O'Brien",14,1,"I",1,5,0,4,0,2,1,0,0,0,2,0,0,0
2017,1001702,"14_1","806","Claire","O'Brien",14,1,"WA",2,30,0,9,0,16,7,0,0,0,16,1,0,2
2017,1001702,"5_1","806","Claire","O'Brien",5,1,"WA",1,15,0,7,0,6,1,0,0,0,6,2,0,0
2017,1001702,"8_4","806","Claire","O'Brien",8,4,"WA",2,23,0,10,0,18,7,0,0,0,18,2,0,0
2017,1001702,"9_4","806","Claire","O'Brien",9,4,"WA",4,60,0,27,2,33,21,0,0,0,33,7,0,2
2017,1001709,"1_4","801","Emily","Burgess",1,4,"WD",3,43,0,5,1,0,0,0,0,2,0,3,0,2
2017,1001710,"2_1","801","Jane","Cook",2,1,"GS",1,15,0,0,0,0,0,10,8,0,0,2,0,3
2017,1001710,"3_4","801","Jane","Cook",3,4,"I",1,3,0,0,0,0,0,2,1,0,0,0,0,0
2017,1001710,"4_4","801","Jane","Cook",4,4,"GS",2,18,0,0,0,0,0,9,8,0,0,0,1,1
2017,1001712,"1_2","8119","Samantha","Gooden",1,2,"GA",1,15,0,2,0,0,0,6,4,0,0,2,0,1
2017,1001712,"1_2","8119","Samantha","Gooden",1,2,"I",1,3,0,0,0,0,0,1,1,0,0,0,0,0
2017,1001717,"12_4","804","Emma","Ryde",12,4,"I",1,6,0,0,0,0,0,3,3,0,0,1,0,1
2017,1001803,"11_1","806","Lauren","Moore",11,1,"I",1,15,0,1,0,0,0,0,0,0,0,6,0,0
2017,1001920,"14_3","804","Kadie-Ann","Dehaney",14,3,"I",1,7,0,0,0,0,0,0,0,0,0,1,1,0
2017,1001920,"2_4","804","Kadie-Ann","Dehaney",2,4,"GK",2,21,0,0,0,0,0,0,0,2,0,9,0,0
2017,1001944,"1_1","806","Sam","Wallace",1,1,"GS",4,60,0,0,0,6,3,37,34,0,6,3,2,9
2017,1001944,"10_3","806","Sam","Wallace",10,3,"GS",4,60,0,0,0,3,2,35,33,0,3,3,1,3
2017,1001944,"11_1","806","Sam","Wallace",11,1,"GS",4,60,0,0,0,0,0,39,35,0,0,0,0,3
2017,1001944,"12_2","806","Sam","Wallace",12,2,"GS",4,60,0,0,1,3,1,36,33,0,3,0,0,3
2017,1001944,"13_2","806","Sam","Wallace",13,2,"GS",4,60,0,0,1,3,1,45,39,0,3,2,2,7
2017,1001944,"14_1","806","Sam","Wallace",14,1,"GS",4,60,0,0,0,3,1,47,42,0,3,2,2,5
2017,1001944,"2_1","806","Sam","Wallace",2,1,"GS",4,60,0,0,2,3,2,42,35,0,3,1,2,6
2017,1001944,"3_3","806","Sam","Wallace",3,3,"GS",4,60,0,0,3,4,2,54,43,0,4,0,4,9
2017,1001944,"4_1","806","Sam","Wallace",4,1,"GS",4,60,0,0,0,0,0,55,48,0,0,0,2,5
2017,1001944,"5_1","806","Sam","Wallace",5,1,"GS",4,60,0,0,0,2,1,37,34,0,2,3,3,5
2017,1001944,"6_4","806","Sam","Wallace",6,4,"GS",4,60,0,0,0,4,1,40,36,0,4,1,2,6
2017,1001944,"7_1","806","Samantha","Wallace",7,1,"GS",4,60,0,0,0,4,2,37,35,0,4,2,0,4
2017,1001944,"8_4","806","Sam","Wallace",8,4,"GS",4,60,0,0,0,3,1,37,33,0,3,3,3,3
2017,1001944,"9_4","806","Sam","Wallace",9,4,"GS",4,60,0,0,0,5,2,39,37,0,5,1,2,3
2017,1003784,"1_1","806","Maddy","Turner",1,1,"GD",4,60,0,0,0,0,0,0,0,3,0,26,0,0
2017,1003784,"10_3","806","Maddy","Turner",10,3,"GD",4,60,0,3,3,0,0,0,0,3,0,12,2,0
2017,1003784,"11_1","806","Maddy","Turner",11,1,"GD",4,60,0,6,11,0,0,0,0,2,0,15,2,1
2017,1003784,"12_2","806","Maddy","Turner",12,2,"GD",4,60,0,2,9,0,0,0,0,2,0,16,2,0
2017,1003784,"13_2","806","Maddy","Turner",13,2,"GD",4,60,0,4,5,0,0,0,0,0,0,8,0,1
2017,1003784,"14_1","806","Maddy","Turner",14,1,"GD",3,40,0,0,3,0,0,0,0,1,0,15,0,1
2017,1003784,"2_1","806","Maddy","Turner",2,1,"GD",4,60,0,0,4,0,0,0,0,2,0,13,0,3
2017,1003784,"3_3","806","Maddy","Turner",3,3,"GD",4,60,0,0,4,0,0,0,0,0,0,11,1,1
2017,1003784,"4_1","806","Maddy","Turner",4,1,"GD",4,60,0,0,7,0,0,0,0,0,0,24,1,0
2017,1003784,"5_1","806","Maddy","Turner",5,1,"GD",4,60,0,3,5,0,0,0,0,1,0,18,1,1
2017,1003784,"6_4","806","Maddy","Turner",6,4,"GD",4,60,0,1,3,0,0,0,0,1,0,8,0,0
2017,1003784,"7_1","806","Maddy","Turner",7,1,"GD",4,60,0,0,3,0,0,0,0,0,0,14,1,0
2017,1003784,"8_4","806","Maddy","Turner",8,4,"GD",4,60,0,1,1,0,0,0,0,3,0,13,0,1
2017,1003784,"9_4","806","Maddy","Turner",9,4,"GD",4,60,0,1,3,0,0,0,0,4,0,5,0,0
2017,1004463,"1_3","807","Kristen","Oxenford",1,3,"C",2,24,0,0,0,6,2,0,0,0,26,4,0,0
2017,1004465,"11_2","807","Abigail","Latu-Meafou",11,2,"GA",1,15,0,7,0,6,3,4,4,0,6,2,0,1
2017,1004465,"5_2","807","Abigail","Latu-Meafou",5,2,"I",1,15,0,7,0,3,1,6,5,0,3,3,0,2
2017,1004465,"6_3","807","Abigail","Latu-Meafou",6,3,"GS",4,60,0,0,0,5,2,37,28,0,5,3,4,4
2017,1004465,"7_3","807","Abigail","Latu-Meafou",7,3,"GA",3,39,0,11,1,7,0,18,15,0,7,5,2,2
2017,1004484,"10_4","8118","Toni","Anderson",10,4,"I",1,8,0,0,1,0,0,0,0,0,0,1,0,0
2017,1004484,"11_4","8118","Toni","Anderson",11,4,"WD",2,25,0,3,2,0,0,0,0,0,0,4,0,1
2017,1004484,"2_2","8118","Toni","Anderson",2,2,"I",1,9,0,0,0,0,0,0,0,0,0,4,0,1
2017,1004484,"5_4","8118","Toni","Anderson",5,4,"WD",1,15,0,0,3,0,0,0,0,0,0,2,0,0
2017,1004493,"3_4","801","Charlee","Hodges",3,4,"GA",1,9,0,3,0,2,2,5,1,0,2,0,0,2
2017,1004493,"5_4","801","Charlee","Hodges",5,4,"I",1,6,0,1,0,0,0,2,1,0,0,0,0,1
2017,1007218,"14_1","806","Emma","Tickner",14,1,"GD",1,15,0,2,0,0,0,0,0,0,0,3,1,0
2017,1007218,"14_1","806","Emma","Tickner",14,1,"I",1,6,0,0,0,0,0,0,0,0,0,2,0,0
2017,1007219,"1_3","807","Kimberley","Jenner",1,3,"GD",2,24,0,0,4,0,0,0,0,0,0,6,0,0
2017,1007219,"1_3","807","Kimberley","Jenner",1,3,"I",1,7,0,0,0,0,0,0,0,0,0,1,0,0
2017,1007219,"10_2","807","Kimberley","Jenner",10,2,"GD",1,15,0,2,0,0,0,0,0,0,0,4,0,0
2017,1007219,"10_2","807","Kimberley","Jenner",10,2,"I",1,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,1007219,"11_2","807","Kimberley","Jenner",11,2,"GD",4,60,0,4,3,0,0,0,0,2,0,13,1,0
2017,1007219,"12_3","807","Kimberley","Jenner",12,3,"I",1,7,0,0,0,0,0,0,0,0,0,1,1,0
2017,1007219,"4_1","807","Kimberley","Jenner",4,1,"GD",2,23,0,2,0,0,0,0,0,2,0,7,1,0
2017,1007219,"4_1","807","Kimberley","Jenner",4,1,"I",1,3,0,0,0,0,0,0,0,0,0,1,1,0
2017,1007219,"5_2","807","Kimberley","Jenner",5,2,"I",1,11,0,1,0,0,0,0,0,0,0,8,0,0
2017,1007219,"7_3","807","Kimberley","Jenner",7,3,"GD",1,10,0,0,1,0,0,0,0,0,0,3,0,0
2017,1007219,"7_3","807","Kimberley","Jenner",7,3,"I",1,5,0,0,1,0,0,0,0,0,0,3,0,0
2017,1007219,"8_2","807","Kimberley","Jenner",8,2,"I",1,13,0,0,0,0,0,0,0,0,0,7,0,0
2017,1007220,"1_3","807","Jemma","Mi Mi",1,3,"I",1,7,0,2,0,3,2,0,0,0,4,1,0,0
2017,1007220,"1_3","807","Jemma","Mi Mi",1,3,"WA",2,30,0,22,1,11,5,0,0,0,11,0,0,0
2017,1007220,"11_2","807","Jemma","Mi Mi",11,2,"C",2,30,0,0,0,5,2,0,0,0,5,7,0,2
2017,1007220,"12_3","807","Jemma","Mi Mi",12,3,"I",1,10,0,0,0,1,0,0,0,0,1,0,0,0
2017,1007220,"2_3","807","Jemma","Mi Mi",2,3,"WA",4,60,0,11,3,18,3,0,0,1,18,4,0,3
2017,1007220,"5_2","807","Jemma","Mi Mi",5,2,"I",1,5,0,1,0,0,0,0,0,1,0,0,0,1
2017,1007220,"5_2","807","Jemma","Mi Mi",5,2,"WA",1,15,0,7,0,2,0,0,0,1,2,1,0,1
2017,1007220,"6_3","807","Jemma","Mi Mi",6,3,"I",1,9,0,2,0,4,0,0,0,0,4,4,0,1
2017,1007220,"7_3","807","Jemma","Mi Mi",7,3,"I",1,7,0,3,0,2,0,0,0,0,2,1,0,0
2017,1007220,"7_3","807","Jemma","Mi Mi",7,3,"WA",1,15,0,11,0,2,0,0,0,0,2,2,0,1
2017,1007220,"8_2","807","Jemma","Mi Mi",8,2,"C",2,28,0,0,1,8,4,0,0,0,8,5,0,3
2017,1007298,"10_3","801","Sasha","Glasgow",10,3,"GS",1,15,0,0,0,0,0,13,10,0,0,0,2,1
2017,1007298,"11_4","801","Sasha","Glasgow",11,4,"GS",4,60,0,0,0,2,2,35,27,0,2,5,3,6
2017,1007298,"12_3","801","Sasha","Glasgow",12,3,"GA",1,15,0,2,0,2,0,7,5,1,2,0,0,1
2017,1007298,"12_3","801","Sasha","Glasgow",12,3,"GS",2,21,0,0,0,1,0,11,7,0,1,0,1,4
2017,1007298,"12_3","801","Sasha","Glasgow",12,3,"I",1,9,0,2,0,2,1,4,3,0,2,1,0,0
2017,1007298,"13_4","801","Sasha","Glasgow",13,4,"GA",3,36,0,10,1,1,1,18,15,0,1,0,1,4
2017,1007298,"13_4","801","Sasha","Glasgow",13,4,"I",1,4,0,0,0,0,0,1,1,0,0,0,0,0
2017,1007298,"14_4","801","Sasha","Glasgow",14,4,"GA",2,30,0,5,2,5,1,17,9,1,5,1,1,4
2017,1007298,"4_4","801","Sasha","Glasgow",4,4,"GA",1,15,0,8,0,5,3,9,6,0,5,0,0,0
2017,1007298,"4_4","801","Sasha","Glasgow",4,4,"GS",1,15,0,0,1,1,0,10,9,0,1,0,1,0
2017,1007298,"4_4","801","Sasha","Glasgow",4,4,"I",1,13,0,0,0,0,0,4,4,0,0,0,1,0
2017,1007298,"5_4","801","Sasha","Glasgow",5,4,"GA",4,55,0,12,1,5,4,32,22,0,5,4,0,9
2017,1007298,"6_3","801","Sasha","Glasgow",6,3,"GA",3,45,0,14,0,2,2,21,16,0,2,3,1,8
2017,1007298,"6_3","801","Sasha","Glasgow",6,3,"GS",1,15,0,0,0,0,0,15,10,0,0,0,2,2
2017,1007298,"7_2","801","Sasha","Glasgow",7,2,"GS",3,35,0,0,0,2,2,12,10,0,2,4,1,7
2017,1007303,"14_1","806","Mikaela","Vaughan",14,1,"GA",2,30,0,11,2,3,0,9,3,0,3,5,0,5
2017,1007304,"10_3","806","Sophie","Halpin",10,3,"WD",3,45,0,6,1,0,0,0,0,1,0,16,0,2
2017,1007304,"11_1","806","Sophie","Halpin",11,1,"WD",3,45,0,4,5,0,0,0,0,1,0,16,0,0
2017,1007307,"12_1","810","Jessica","Eales",12,1,"I",1,7,0,0,1,0,0,0,0,0,0,4,0,0
2017,1009013,"10_3","806","Emily","Keenan",10,3,"C",1,15,0,0,0,4,2,0,0,0,4,2,0,1
2017,1009013,"9_4","806","Emily","Keenan",9,4,"C",2,30,0,0,2,7,2,0,0,0,7,5,0,6
